문항코드,평가종류,출제단계,문항유형,감성,평가영역,정답
483,사전평가,1단계,객관식,긍정형,말하기,1
484,사전평가,4단계,구술형,긍정형,말하기+한국문화,4
485,사전평가,1단계,객관식,긍정형,말하기+한국사회,4
486,사전평가,3단계,객관식,긍정형,말하기,4
487,사전평가,2단계,객관식,부정형,발음,4
488,사전평가,2단계,객관식,해당없음,발음,2
489,사전평가,4단계,객관식,부정형,문화,3
490,사전평가,2단계,구술형,부정형,말하기,4
491,사전평가,3단계,객관식,해당없음,말하기+한국문화,3
492,사전평가,5단계-한국사회-심화,단답형,해당없음,말하기,3
493,사전평가,2단계,객관식,부정형,대한민국 국민의 기본 소양,3
494,사전평가,3단계,객관식,해당없음,말하기+한국문화,1
495,사전평가,1단계,객관식,긍정형,문화,1
496,귀화용종합평가,1단계,단답형,부정형,문화,1
497,영주용종합평가,2단계,객관식,긍정형,쓰기,3
498,사전평가,3단계,객관식,해당없음,읽기,1
499,사전평가,1단계,객관식,부정형,담화,2
500,사전평가,2단계,객관식,부정형,읽기,4
501,사전평가,4단계,구술형,해당없음,쓰기,1
502,사전평가,5단계-한국사회-기본,작문형,해당없음,말하기+한국사회,3
503,중간평가,2단계,객관식,부정형,쓰기,3
504,사전평가,2단계,단답형,해당없음,말하기+한국문화,4
505,영주용종합평가,2단계,객관식,해당없음,말하기+한국문화,1
506,중간평가,3단계,객관식,부정형,담화,1
507,사전평가,2단계,객관식,해당없음,쓰기,4
508,사전평가,5단계-한국사회-기본,객관식,해당없음,담화,1
509,중간평가,2단계,구술형,해당없음,쓰기,4
510,사전평가,5단계-한국사회-심화,객관식,해당없음,문화,1
511,사전평가,5단계-한국사회-기본,객관식,긍정형,말하기+한국문화,4
512,귀화용종합평가,2단계,객관식,긍정형,대한민국 국민의 기본 소양,3
513,영주용종합평가,1단계,객관식,긍정형,쓰기,4
514,영주용종합평가,3단계,객관식,해당없음,말하기+한국문화,2
515,중간평가,1단계,객관식,부정형,담화,4
516,사전평가,2단계,객관식,해당없음,어휘,4
517,사전평가,5단계-한국사회-기본,객관식,부정형,쓰기,2
518,사전평가,2단계,객관식,해당없음,말하기+문화,1
519,사전평가,2단계,객관식,긍정형,읽기,3
520,사전평가,1단계,객관식,긍정형,말하기+문화,1
521,사전평가,2단계,객관식,부정형,발음,2
522,사전평가,1단계,작문형,긍정형,어휘,3
523,사전평가,4단계,단답형,부정형,말하기+한국문화,1
524,중간평가,2단계,객관식,긍정형,말하기+문화,2
525,사전평가,2단계,객관식,긍정형,담화,2
526,사전평가,5단계-한국사회-심화,객관식,부정형,대한민국 국민의 기본 소양,2
527,중간평가,3단계,객관식,해당없음,말하기,2
528,사전평가,2단계,객관식,해당없음,어휘,2
529,귀화용종합평가,3단계,객관식,해당없음,말하기+한국사회,4
530,사전평가,5단계-한국사회-심화,객관식,부정형,문법,3
531,영주용종합평가,2단계,단답형,부정형,대한민국 국민의 기본 소양,1
532,사전평가,1단계,객관식,부정형,쓰기,1
533,사전평가,2단계,객관식,부정형,말하기+문화,1
534,사전평가,2단계,객관식,해당없음,말하기+한국사회,3
535,영주용종합평가,5단계-한국사회-심화,객관식,긍정형,말하기+한국사회,1
536,사전평가,2단계,객관식,긍정형,쓰기,4
537,사전평가,1단계,단답형,해당없음,대한민국 국민의 기본 소양,3
538,사전평가,3단계,객관식,해당없음,말하기+한국사회,1
539,사전평가,5단계-한국사회-기본,객관식,부정형,발음,3
540,사전평가,1단계,객관식,해당없음,말하기+문화,4
541,사전평가,2단계,객관식,해당없음,대한민국 국민의 기본 소양,4
542,중간평가,2단계,구술형,긍정형,말하기+한국문화,1
543,영주용종합평가,4단계,객관식,부정형,말하기,2
544,사전평가,2단계,객관식,긍정형,말하기+한국사회,1
545,중간평가,5단계-한국사회-심화,객관식,긍정형,발음,1
546,귀화용종합평가,2단계,객관식,해당없음,발음,3
547,사전평가,4단계,객관식,부정형,읽기,1
548,사전평가,5단계-한국사회-심화,객관식,해당없음,대한민국 국민의 기본 소양,3
549,사전평가,3단계,작문형,긍정형,담화,2
550,사전평가,3단계,객관식,해당없음,대한민국 국민의 기본 소양,1
551,귀화용종합평가,4단계,구술형,부정형,말하기,2
552,귀화용종합평가,2단계,객관식,긍정형,말하기+한국사회,2
553,사전평가,3단계,단답형,부정형,문법,1
554,사전평가,1단계,객관식,긍정형,읽기,1
555,사전평가,1단계,객관식,해당없음,담화,1
556,사전평가,2단계,객관식,긍정형,담화,2
557,사전평가,2단계,객관식,부정형,말하기,1
558,사전평가,3단계,객관식,긍정형,담화,4
559,사전평가,2단계,객관식,부정형,말하기,1
560,영주용종합평가,2단계,객관식,해당없음,대한민국 국민의 기본 소양,4
561,귀화용종합평가,5단계-한국사회-기본,단답형,부정형,말하기+한국사회,2
562,영주용종합평가,1단계,객관식,부정형,말하기+문화,3
563,사전평가,5단계-한국사회-기본,단답형,부정형,발음,3
564,사전평가,4단계,단답형,부정형,어휘,4
565,사전평가,2단계,구술형,해당없음,담화,4
566,사전평가,5단계-한국사회-심화,객관식,해당없음,말하기,4
567,사전평가,3단계,단답형,긍정형,말하기+한국문화,3
568,사전평가,4단계,객관식,긍정형,대한민국 국민의 기본 소양,1
569,사전평가,2단계,객관식,부정형,대한민국 국민의 기본 소양,2
570,사전평가,2단계,객관식,부정형,쓰기,2
571,귀화용종합평가,3단계,객관식,해당없음,말하기+한국문화,1
572,중간평가,2단계,객관식,부정형,말하기+한국사회,2
573,사전평가,1단계,객관식,부정형,말하기+문화,1
574,사전평가,2단계,객관식,해당없음,문화,4
575,사전평가,2단계,객관식,부정형,발음,3
576,사전평가,1단계,객관식,해당없음,읽기,3
577,사전평가,2단계,객관식,해당없음,쓰기,2
578,사전평가,3단계,구술형,해당없음,대한민국 국민의 기본 소양,4
579,영주용종합평가,3단계,객관식,부정형,대한민국 국민의 기본 소양,2
580,사전평가,4단계,객관식,부정형,쓰기,3
581,사전평가,1단계,객관식,해당없음,말하기+한국문화,2
582,사전평가,3단계,객관식,긍정형,말하기+한국문화,1
583,사전평가,1단계,객관식,긍정형,어휘,2
584,사전평가,2단계,객관식,긍정형,말하기+한국문화,4
585,사전평가,1단계,객관식,해당없음,대한민국 국민의 기본 소양,1
586,사전평가,2단계,객관식,부정형,대한민국 국민의 기본 소양,2
587,사전평가,3단계,객관식,부정형,말하기+문화,2
588,사전평가,1단계,객관식,부정형,말하기+한국문화,3
589,사전평가,5단계-한국사회-기본,객관식,부정형,어휘,1
590,귀화용종합평가,1단계,객관식,해당없음,문법,2
591,중간평가,2단계,단답형,해당없음,말하기+한국문화,3
592,영주용종합평가,2단계,단답형,해당없음,말하기+한국문화,1
593,사전평가,2단계,구술형,부정형,발음,2
594,사전평가,4단계,작문형,긍정형,말하기+한국문화,4
595,중간평가,1단계,객관식,긍정형,말하기,1
596,사전평가,1단계,객관식,긍정형,발음,2
597,사전평가,1단계,객관식,해당없음,발음,1
598,귀화용종합평가,2단계,객관식,해당없음,쓰기,1
599,사전평가,2단계,객관식,해당없음,발음,2
600,사전평가,2단계,객관식,부정형,쓰기,3
601,사전평가,1단계,작문형,부정형,문화,4
602,사전평가,3단계,객관식,긍정형,발음,1
603,사전평가,1단계,객관식,부정형,담화,4
604,사전평가,1단계,구술형,해당없음,말하기,3
605,중간평가,3단계,객관식,해당없음,말하기+한국문화,1
606,중간평가,1단계,객관식,긍정형,담화,3
607,귀화용종합평가,2단계,작문형,부정형,문화,2
608,사전평가,3단계,구술형,부정형,말하기+문화,4
609,사전평가,3단계,객관식,부정형,말하기,2
610,중간평가,4단계,객관식,해당없음,말하기+한국사회,3
611,사전평가,3단계,객관식,해당없음,담화,3
612,귀화용종합평가,2단계,객관식,해당없음,문법,3
613,사전평가,3단계,객관식,긍정형,말하기+한국사회,1
614,영주용종합평가,1단계,객관식,긍정형,읽기,4
615,사전평가,4단계,객관식,해당없음,대한민국 국민의 기본 소양,4
616,사전평가,3단계,작문형,부정형,발음,3
617,사전평가,1단계,객관식,긍정형,담화,4
618,사전평가,5단계-한국사회-기본,객관식,해당없음,읽기,4
619,사전평가,1단계,객관식,긍정형,읽기,4
620,사전평가,2단계,단답형,해당없음,읽기,4
621,사전평가,2단계,객관식,부정형,말하기+한국문화,1
622,사전평가,2단계,작문형,해당없음,말하기+한국문화,2
623,사전평가,2단계,객관식,긍정형,발음,1
624,귀화용종합평가,1단계,구술형,부정형,문법,2
625,영주용종합평가,4단계,객관식,부정형,말하기+문화,1
626,영주용종합평가,2단계,구술형,부정형,말하기+문화,1
627,사전평가,1단계,객관식,해당없음,담화,3
628,사전평가,2단계,객관식,부정형,말하기,3
629,사전평가,1단계,객관식,부정형,어휘,2
630,사전평가,3단계,단답형,부정형,말하기,3
631,사전평가,2단계,구술형,해당없음,말하기,2
632,사전평가,4단계,객관식,부정형,말하기,2
633,귀화용종합평가,1단계,객관식,해당없음,문화,2
634,귀화용종합평가,3단계,객관식,부정형,문법,1
635,사전평가,3단계,객관식,부정형,발음,3
636,사전평가,2단계,구술형,부정형,담화,2
637,영주용종합평가,5단계-한국사회-심화,객관식,부정형,발음,4
638,사전평가,2단계,단답형,부정형,쓰기,4
639,사전평가,2단계,객관식,긍정형,문법,2
640,사전평가,1단계,객관식,긍정형,대한민국 국민의 기본 소양,2
641,귀화용종합평가,1단계,단답형,부정형,발음,1
642,사전평가,1단계,단답형,부정형,쓰기,2
643,귀화용종합평가,3단계,객관식,해당없음,읽기,3
644,사전평가,1단계,객관식,부정형,읽기,3
645,귀화용종합평가,2단계,객관식,해당없음,담화,1
646,사전평가,1단계,단답형,부정형,말하기,1
647,사전평가,2단계,객관식,부정형,말하기,3
648,사전평가,2단계,구술형,부정형,대한민국 국민의 기본 소양,2
649,영주용종합평가,3단계,객관식,긍정형,담화,2
650,사전평가,5단계-한국사회-심화,객관식,해당없음,말하기+한국문화,3
651,사전평가,3단계,객관식,긍정형,말하기,2
652,사전평가,5단계-한국사회-심화,작문형,해당없음,읽기,1
653,사전평가,3단계,객관식,긍정형,어휘,1
654,중간평가,5단계-한국사회-기본,객관식,긍정형,읽기,3
655,중간평가,2단계,객관식,긍정형,쓰기,4
656,사전평가,3단계,객관식,부정형,문법,1
657,사전평가,5단계-한국사회-기본,객관식,긍정형,문화,1
658,사전평가,3단계,객관식,부정형,담화,2
659,영주용종합평가,2단계,객관식,긍정형,담화,4
660,사전평가,2단계,객관식,긍정형,쓰기,1
661,영주용종합평가,2단계,단답형,부정형,문법,3
662,사전평가,5단계-한국사회-기본,객관식,긍정형,읽기,1
663,사전평가,5단계-한국사회-기본,객관식,해당없음,어휘,3
664,사전평가,1단계,객관식,해당없음,말하기,2
665,사전평가,4단계,객관식,해당없음,발음,4
666,귀화용종합평가,3단계,객관식,부정형,말하기+문화,1
667,사전평가,1단계,객관식,긍정형,말하기+한국문화,4
668,사전평가,4단계,객관식,해당없음,문화,4
669,사전평가,2단계,단답형,해당없음,대한민국 국민의 기본 소양,2
670,귀화용종합평가,3단계,객관식,부정형,문법,3
671,중간평가,1단계,객관식,긍정형,발음,4
672,중간평가,2단계,구술형,해당없음,담화,1
673,사전평가,2단계,구술형,부정형,문법,2
674,귀화용종합평가,5단계-한국사회-심화,객관식,부정형,말하기+문화,2
675,사전평가,3단계,객관식,긍정형,담화,2
676,사전평가,1단계,객관식,부정형,대한민국 국민의 기본 소양,2
677,중간평가,4단계,객관식,부정형,담화,2
678,귀화용종합평가,1단계,구술형,긍정형,말하기+한국문화,4
679,영주용종합평가,5단계-한국사회-심화,객관식,해당없음,말하기,1
680,중간평가,5단계-한국사회-심화,객관식,긍정형,쓰기,1
681,사전평가,2단계,객관식,해당없음,어휘,3
682,사전평가,1단계,객관식,긍정형,담화,1
683,사전평가,3단계,객관식,해당없음,문법,2
684,사전평가,3단계,구술형,긍정형,담화,4
685,사전평가,2단계,객관식,해당없음,발음,4
686,사전평가,3단계,단답형,해당없음,대한민국 국민의 기본 소양,3
687,중간평가,2단계,객관식,부정형,말하기+문화,3
688,사전평가,1단계,작문형,해당없음,말하기,1
689,귀화용종합평가,3단계,단답형,긍정형,말하기+한국문화,2
690,영주용종합평가,2단계,객관식,긍정형,대한민국 국민의 기본 소양,1
