문항코드,평가종류,출제단계,문항유형,감성,평가영역,정답
478,영주용종합평가,1단계,단답형,부정형,문화,1
479,사전평가,2단계,객관식,부정형,말하기+문화,3
480,사전평가,3단계,단답형,부정형,말하기,4
481,사전평가,2단계,객관식,긍정형,대한민국 국민의 기본 소양,2
482,사전평가,1단계,객관식,부정형,말하기+문화,1
483,사전평가,2단계,객관식,긍정형,쓰기,3
484,중간평가,3단계,객관식,해당없음,어휘,2
485,중간평가,2단계,구술형,해당없음,말하기+문화,3
486,사전평가,2단계,객관식,긍정형,어휘,1
487,중간평가,2단계,객관식,긍정형,문법,4
488,귀화용종합평가,1단계,구술형,긍정형,읽기,2
489,영주용종합평가,3단계,객관식,부정형,읽기,3
490,사전평가,4단계,객관식,긍정형,문법,4
491,영주용종합평가,4단계,구술형,해당없음,문화,2
492,사전평가,3단계,객관식,긍정형,말하기+한국문화,4
493,귀화용종합평가,4단계,객관식,부정형,담화,3
494,사전평가,4단계,객관식,긍정형,문화,3
495,사전평가,1단계,객관식,해당없음,말하기+한국문화,3
496,영주용종합평가,2단계,구술형,해당없음,대한민국 국민의 기본 소양,1
497,사전평가,4단계,객관식,부정형,발음,3
498,사전평가,1단계,객관식,부정형,말하기+한국사회,3
499,사전평가,2단계,객관식,긍정형,담화,2
500,사전평가,3단계,구술형,긍정형,말하기+한국사회,2
501,귀화용종합평가,2단계,객관식,긍정형,발음,2
502,사전평가,1단계,단답형,해당없음,말하기,3
503,중간평가,2단계,구술형,긍정형,말하기+문화,1
504,귀화용종합평가,5단계-한국사회-기본,객관식,부정형,읽기,3
505,사전평가,1단계,구술형,긍정형,문화,2
506,사전평가,3단계,객관식,해당없음,대한민국 국민의 기본 소양,2
507,사전평가,1단계,단답형,긍정형,쓰기,4
508,사전평가,2단계,객관식,해당없음,말하기+한국사회,2
509,사전평가,1단계,작문형,긍정형,읽기,1
510,영주용종합평가,3단계,객관식,부정형,말하기+한국사회,1
511,사전평가,1단계,객관식,해당없음,문법,4
512,사전평가,4단계,객관식,긍정형,읽기,1
513,사전평가,1단계,객관식,해당없음,말하기+한국사회,4
514,영주용종합평가,1단계,작문형,부정형,대한민국 국민의 기본 소양,2
515,사전평가,2단계,구술형,긍정형,말하기+한국사회,2
516,중간평가,3단계,객관식,긍정형,어휘,3
517,사전평가,3단계,객관식,부정형,대한민국 국민의 기본 소양,2
518,사전평가,2단계,객관식,긍정형,문화,3
519,귀화용종합평가,2단계,객관식,해당없음,문화,2
520,사전평가,1단계,객관식,부정형,말하기+한국문화,2
521,사전평가,2단계,객관식,부정형,말하기,1
522,귀화용종합평가,2단계,객관식,긍정형,말하기,4
523,귀화용종합평가,5단계-한국사회-심화,단답형,부정형,말하기+한국사회,4
524,영주용종합평가,4단계,작문형,부정형,말하기+문화,4
525,사전평가,5단계-한국사회-기본,객관식,해당없음,쓰기,4
526,중간평가,5단계-한국사회-기본,작문형,해당없음,말하기+한국사회,3
527,영주용종합평가,2단계,객관식,해당없음,말하기+문화,2
528,사전평가,3단계,객관식,해당없음,어휘,4
529,귀화용종합평가,5단계-한국사회-기본,객관식,해당없음,문화,3
530,사전평가,1단계,객관식,해당없음,발음,1
531,사전평가,5단계-한국사회-기본,객관식,해당없음,발음,2
532,영주용종합평가,2단계,객관식,부정형,말하기,3
533,사전평가,1단계,구술형,긍정형,문화,1
534,사전평가,5단계-한국사회-심화,객관식,해당없음,말하기+한국문화,4
535,사전평가,5단계-한국사회-기본,객관식,해당없음,담화,1
536,중간평가,3단계,단답형,긍정형,말하기+문화,4
537,중간평가,2단계,객관식,부정형,쓰기,4
538,귀화용종합평가,1단계,객관식,긍정형,말하기,1
539,귀화용종합평가,1단계,객관식,부정형,말하기+문화,3
540,귀화용종합평가,1단계,구술형,부정형,읽기,1
541,영주용종합평가,2단계,객관식,긍정형,말하기+한국문화,2
542,사전평가,2단계,객관식,긍정형,쓰기,3
543,귀화용종합평가,4단계,작문형,긍정형,발음,4
544,사전평가,2단계,객관식,부정형,문법,3
545,사전평가,2단계,객관식,해당없음,말하기+한국문화,1
546,사전평가,2단계,객관식,긍정형,문화,3
547,사전평가,2단계,객관식,긍정형,문화,1
548,사전평가,2단계,객관식,부정형,말하기+한국사회,3
549,사전평가,4단계,객관식,부정형,문법,1
550,사전평가,3단계,객관식,부정형,담화,2
551,사전평가,1단계,단답형,긍정형,발음,1
552,영주용종합평가,3단계,객관식,부정형,읽기,4
553,영주용종합평가,3단계,객관식,부정형,문법,3
554,사전평가,4단계,객관식,긍정형,문법,3
555,사전평가,3단계,객관식,해당없음,문법,3
556,사전평가,4단계,객관식,긍정형,담화,1
557,사전평가,1단계,객관식,부정형,담화,1
558,영주용종합평가,4단계,객관식,부정형,말하기,4
559,사전평가,1단계,객관식,긍정형,대한민국 국민의 기본 소양,1
560,사전평가,3단계,구술형,긍정형,어휘,3
561,사전평가,2단계,단답형,해당없음,대한민국 국민의 기본 소양,4
562,사전평가,1단계,작문형,해당없음,문화,2
563,영주용종합평가,2단계,작문형,긍정형,말하기+문화,2
564,사전평가,4단계,작문형,긍정형,말하기+한국문화,4
565,영주용종합평가,4단계,객관식,해당없음,대한민국 국민의 기본 소양,3
566,사전평가,3단계,객관식,긍정형,말하기,4
567,사전평가,3단계,객관식,해당없음,쓰기,3
568,사전평가,1단계,작문형,긍정형,문화,2
569,귀화용종합평가,2단계,객관식,해당없음,문화,2
570,사전평가,1단계,객관식,긍정형,문법,4
571,사전평가,3단계,객관식,부정형,문법,1
572,영주용종합평가,5단계-한국사회-심화,구술형,부정형,대한민국 국민의 기본 소양,3
573,사전평가,2단계,객관식,해당없음,읽기,2
574,사전평가,2단계,객관식,긍정형,쓰기,1
575,사전평가,2단계,단답형,부정형,발음,1
576,사전평가,1단계,객관식,부정형,말하기+한국사회,3
577,영주용종합평가,3단계,구술형,부정형,대한민국 국민의 기본 소양,1
578,사전평가,4단계,객관식,부정형,대한민국 국민의 기본 소양,2
579,사전평가,2단계,객관식,해당없음,문법,4
580,사전평가,1단계,객관식,부정형,어휘,1
581,사전평가,1단계,객관식,부정형,담화,1
582,중간평가,3단계,객관식,부정형,어휘,1
583,중간평가,1단계,작문형,해당없음,읽기,4
584,사전평가,4단계,객관식,해당없음,대한민국 국민의 기본 소양,1
585,사전평가,3단계,객관식,해당없음,쓰기,3
586,사전평가,5단계-한국사회-기본,객관식,부정형,어휘,4
587,귀화용종합평가,2단계,구술형,긍정형,어휘,1
588,사전평가,5단계-한국사회-심화,구술형,해당없음,문법,1
589,영주용종합평가,1단계,작문형,긍정형,발음,3
590,귀화용종합평가,2단계,객관식,긍정형,말하기+한국문화,1
591,사전평가,1단계,객관식,부정형,말하기+한국사회,1
592,사전평가,2단계,객관식,긍정형,말하기+한국사회,3
593,사전평가,5단계-한국사회-기본,객관식,해당없음,쓰기,2
594,사전평가,2단계,객관식,긍정형,담화,3
595,영주용종합평가,1단계,객관식,긍정형,읽기,2
596,사전평가,2단계,객관식,긍정형,문화,4
597,사전평가,2단계,구술형,해당없음,말하기+문화,4
598,사전평가,1단계,객관식,해당없음,어휘,3
599,사전평가,4단계,객관식,해당없음,말하기,4
600,영주용종합평가,3단계,객관식,해당없음,담화,4
601,사전평가,1단계,객관식,해당없음,말하기+한국사회,1
602,사전평가,2단계,구술형,긍정형,문화,3
603,사전평가,1단계,객관식,부정형,말하기+한국문화,1
604,사전평가,1단계,작문형,긍정형,어휘,2
605,사전평가,1단계,구술형,해당없음,문화,2
606,사전평가,5단계-한국사회-기본,객관식,긍정형,말하기+문화,1
607,영주용종합평가,1단계,작문형,긍정형,어휘,1
608,사전평가,2단계,단답형,부정형,문법,3
609,사전평가,5단계-한국사회-기본,객관식,해당없음,말하기+문화,3
610,사전평가,2단계,객관식,긍정형,쓰기,4
611,사전평가,3단계,객관식,긍정형,말하기+한국문화,4
612,귀화용종합평가,1단계,객관식,부정형,대한민국 국민의 기본 소양,1
613,사전평가,3단계,객관식,해당없음,말하기+한국문화,3
614,사전평가,4단계,객관식,긍정형,말하기+한국문화,4
615,귀화용종합평가,2단계,객관식,해당없음,말하기+문화,2
616,사전평가,1단계,단답형,부정형,어휘,4
617,사전평가,2단계,객관식,부정형,문화,4
618,사전평가,1단계,객관식,부정형,문화,2
619,사전평가,2단계,객관식,해당없음,말하기+한국문화,4
620,사전평가,3단계,객관식,긍정형,발음,2
621,사전평가,3단계,구술형,부정형,쓰기,1
622,사전평가,2단계,객관식,부정형,말하기,2
623,사전평가,2단계,단답형,부정형,말하기+한국문화,2
624,사전평가,1단계,객관식,부정형,발음,4
625,사전평가,5단계-한국사회-기본,객관식,긍정형,말하기,2
626,사전평가,2단계,객관식,부정형,문법,2
627,사전평가,1단계,객관식,부정형,말하기+문화,4
628,사전평가,3단계,단답형,해당없음,문법,2
629,사전평가,1단계,작문형,해당없음,발음,4
630,사전평가,2단계,객관식,부정형,읽기,3
631,사전평가,3단계,작문형,해당없음,문화,4
632,영주용종합평가,1단계,구술형,해당없음,읽기,4
633,중간평가,1단계,작문형,부정형,대한민국 국민의 기본 소양,2
634,사전평가,3단계,객관식,해당없음,문화,1
635,사전평가,3단계,객관식,해당없음,담화,3
636,사전평가,1단계,객관식,해당없음,말하기+한국문화,4
637,귀화용종합평가,3단계,객관식,부정형,대한민국 국민의 기본 소양,1
638,사전평가,1단계,객관식,부정형,말하기+한국문화,2
639,중간평가,5단계-한국사회-기본,객관식,부정형,읽기,1
640,영주용종합평가,5단계-한국사회-심화,구술형,해당없음,말하기,4
641,사전평가,2단계,객관식,해당없음,문법,4
642,중간평가,3단계,객관식,긍정형,읽기,3
643,사전평가,2단계,객관식,부정형,읽기,1
644,귀화용종합평가,1단계,객관식,부정형,담화,2
645,사전평가,1단계,객관식,부정형,문화,2
646,사전평가,5단계-한국사회-기본,객관식,긍정형,발음,2
647,사전평가,3단계,객관식,부정형,문법,4
648,사전평가,1단계,구술형,긍정형,말하기+한국사회,1
649,중간평가,3단계,객관식,해당없음,문법,2
650,중간평가,2단계,객관식,긍정형,담화,2
651,중간평가,1단계,작문형,해당없음,쓰기,1
652,사전평가,2단계,객관식,부정형,대한민국 국민의 기본 소양,2
653,사전평가,1단계,객관식,긍정형,문화,4
654,사전평가,5단계-한국사회-심화,객관식,해당없음,문법,4
655,사전평가,1단계,객관식,긍정형,말하기+문화,3
656,귀화용종합평가,1단계,객관식,부정형,대한민국 국민의 기본 소양,1
657,사전평가,3단계,객관식,부정형,말하기+한국사회,3
658,사전평가,2단계,객관식,긍정형,말하기,4
659,사전평가,3단계,객관식,부정형,쓰기,2
660,사전평가,2단계,단답형,부정형,쓰기,4
661,사전평가,2단계,객관식,부정형,문화,2
662,사전평가,1단계,객관식,부정형,대한민국 국민의 기본 소양,3
663,사전평가,4단계,객관식,긍정형,어휘,4
664,사전평가,2단계,객관식,해당없음,말하기+한국문화,1
665,사전평가,4단계,객관식,긍정형,발음,1
666,사전평가,2단계,객관식,해당없음,쓰기,1
667,사전평가,3단계,구술형,긍정형,읽기,2
668,사전평가,2단계,객관식,부정형,쓰기,4
669,귀화용종합평가,1단계,구술형,긍정형,쓰기,1
670,중간평가,3단계,객관식,부정형,어휘,2
671,사전평가,3단계,객관식,긍정형,문화,4
672,사전평가,1단계,객관식,부정형,문화,4
673,사전평가,4단계,객관식,긍정형,말하기+문화,4
674,귀화용종합평가,1단계,객관식,해당없음,문법,2
675,사전평가,1단계,객관식,부정형,말하기+문화,3
676,사전평가,2단계,객관식,부정형,쓰기,3
677,사전평가,2단계,객관식,해당없음,어휘,2
678,사전평가,1단계,객관식,해당없음,어휘,1
679,귀화용종합평가,1단계,객관식,해당없음,문법,3
680,사전평가,3단계,구술형,부정형,발음,3
681,중간평가,1단계,객관식,긍정형,쓰기,4
682,사전평가,2단계,객관식,긍정형,말하기+한국사회,4
683,사전평가,5단계-한국사회-심화,객관식,부정형,담화,4
684,중간평가,3단계,구술형,부정형,말하기+문화,2
685,사전평가,2단계,구술형,부정형,말하기+한국사회,1
686,귀화용종합평가,1단계,구술형,해당없음,말하기+문화,3
687,사전평가,2단계,객관식,긍정형,말하기+문화,3
